Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,name,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,data_value,message,
357624,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2009-13,16914,,
357625,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2009-13,11418,,
357626,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2009-13,7764,,
357627,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2009-13,41829,,
357628,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2009-13,5609,,
357629,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2009-13,32827,,
357630,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2009-13,86931,,
357631,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2009-13,36731,,
357632,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2009-13,7630,,
357633,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2009-13,31732,,
357634,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2009-13,14398,,
357635,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2009-13,36826,,
357636,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2009-13,46624,,
357637,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2009-13,18847,,
357638,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2009-13,23361,,
357639,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2009-13,15111,,
357640,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2009-13,20398,,
357641,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2009-13,7454,,
357642,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2009-13,11993,,
356692,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2010-14,14110,,
356693,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2010-14,30249,,
356694,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2010-14,79822,,
356695,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2010-14,70738,,
356696,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2010-14,84329,,
356697,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2010-14,84219,,
356698,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2010-14,59012,,
356699,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),201,Greenpoint,2010-14,34141,,
356700,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2010-14,38815,,
356701,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2010-14,87679,,
356702,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),204,East New York,2010-14,61579,,
356703,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),205,Sunset Park,2010-14,39927,,
356704,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),206,Borough Park,2010-14,91508,,
356705,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2010-14,55829,,
356706,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2010-14,27217,,
356707,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2010-14,33060,,
356708,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2010-14,56199,,
356709,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2010-14,69577,,
356710,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),301,Washington Heights,2010-14,66700,,
356711,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2010-14,49942,,
356712,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),303,East Harlem,2010-14,35961,,
356713,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),304,Upper West Side,2010-14,25121,,
356714,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),305,Upper East Side,2010-14,15708,,
356715,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2010-14,17361,,
356716,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2010-14,11754,,
356717,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2010-14,7910,,
356718,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2010-14,39567,,
356719,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2010-14,6001,,
356720,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2010-14,34042,,
356721,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2010-14,88185,,
356722,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2010-14,39272,,
356723,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2010-14,7353,,
356724,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2010-14,32243,,
356725,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2010-14,14433,,
356726,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2010-14,40414,,
356727,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2010-14,48131,,
356728,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2010-14,20134,,
356729,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2010-14,22872,,
356730,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2010-14,15736,,
356731,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2010-14,20584,,
356732,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2010-14,6818,,
356733,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2010-14,14267,,
358315,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2011-15,14059,,
358316,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2011-15,30305,,
358317,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2011-15,82470,,
358318,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2011-15,70757,,
358319,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2011-15,87376,,
358320,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2011-15,85490,,
358321,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2011-15,59924,,
358322,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),201,Greenpoint,2011-15,34188,,
358323,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2011-15,38997,,
358324,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2011-15,89354,,
358325,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),204,East New York,2011-15,58202,,
358326,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),205,Sunset Park,2011-15,41214,,
358327,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),206,Borough Park,2011-15,92821,,
358328,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2011-15,54564,,
358329,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2011-15,27775,,
358330,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2011-15,33668,,
358331,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2011-15,56608,,
358332,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2011-15,70013,,
358333,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),301,Washington Heights,2011-15,67893,,
358334,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2011-15,51123,,
358335,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),303,East Harlem,2011-15,36518,,
358336,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),304,Upper West Side,2011-15,24355,,
358337,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),305,Upper East Side,2011-15,14449,,
358338,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2011-15,18320,,
358339,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2011-15,11899,,
358340,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2011-15,7315,,
358341,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2011-15,42963,,
358342,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2011-15,5944,,
358343,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2011-15,34694,,
358344,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2011-15,88169,,
358345,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2011-15,39671,,
358346,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2011-15,7543,,
358347,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2011-15,31807,,
358348,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2011-15,13688,,
358349,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2011-15,42204,,
358350,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2011-15,46735,,
358351,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2011-15,19339,,
358352,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2011-15,21801,,
358353,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2011-15,15104,,
358354,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2011-15,21193,,
358355,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2011-15,7483,,
358356,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2011-15,14690,,
511953,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2012-16,14265,,
511954,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2012-16,30701,,
511955,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2012-16,83367,,
511956,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2012-16,71485,,
511957,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2012-16,87581,,
511958,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2012-16,83918,,
511959,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2012-16,59251,,
511960,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),201,Greenpoint,2012-16,33192,,
511961,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2012-16,38733,,
511962,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2012-16,87306,,
511963,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),204,East New York,2012-16,56000,,
511964,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),205,Sunset Park,2012-16,41333,,
511965,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),206,Borough Park,2012-16,92085,,
511966,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2012-16,54119,,
511967,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2012-16,26268,,
511968,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2012-16,31647,,
511969,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2012-16,56718,,
511970,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2012-16,70117,,
511971,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),301,Washington Heights,2012-16,67084,,
511972,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2012-16,51919,,
511973,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),303,East Harlem,2012-16,37230,,
511974,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),304,Upper West Side,2012-16,23848,,
511975,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),305,Upper East Side,2012-16,14667,,
511976,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2012-16,18111,,
511977,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2012-16,11131,,
511978,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2012-16,7100,,
511979,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2012-16,39683,,
511980,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2012-16,6218,,
511981,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2012-16,31974,,
511982,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2012-16,82514,,
511983,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2012-16,41130,,
511984,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2012-16,7010,,
511985,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2012-16,31191,,
511986,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2012-16,13598,,
511987,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2012-16,41930,,
511988,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2012-16,45282,,
511989,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2012-16,18949,,
511990,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2012-16,22440,,
511991,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2012-16,14591,,
511992,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2012-16,22706,,
511993,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2012-16,8225,,
511994,233,3,2,103,109,Poverty,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2012-16,15008,,
357358,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2009-13,15.63,,
357359,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2009-13,15.42,,
357360,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2009-13,31.81,,
357361,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2009-13,23.1,,
357362,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2009-13,40.76,,
357363,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2009-13,38.54,,
357364,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2009-13,41.69,,
357365,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),201,Greenpoint,2009-13,28.03,,
357366,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2009-13,16.93,,
357367,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2009-13,27.57,,
357368,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),204,East New York,2009-13,33.17,,
357369,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),205,Sunset Park,2009-13,30.25,,
357370,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),206,Borough Park,2009-13,25.73,,
357371,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2009-13,18.55,,
357372,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2009-13,12.65,,
357373,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2009-13,15.04,,
357374,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2009-13,19.22,,
357375,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2009-13,32.41,,
357376,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),301,Washington Heights,2009-13,26.09,,
357377,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2009-13,28.44,,
357378,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),303,East Harlem,2009-13,32.01,,
357379,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),304,Upper West Side,2009-13,11.8,,
357380,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),305,Upper East Side,2009-13,6.8,,
357381,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2009-13,12.1,,
357382,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2009-13,9.21,,
357383,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2009-13,9.85,,
357384,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2009-13,21.67,,
357385,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2009-13,10.92,,
357386,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2009-13,16.47,,
357387,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),402,West Queens,2009-13,19.13,,
357388,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2009-13,14.2,,
357389,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2009-13,8.49,,
357390,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2009-13,12.9,,
357391,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2009-13,15.08,,
357392,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2009-13,13.14,,
357393,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),408,Jamaica,2009-13,16.05,,
357394,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2009-13,7.05,,
357395,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),410,Rockaways,2009-13,20.85,,
357396,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),501,Port Richmond,2009-13,22.77,,
357397,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2009-13,17,,
357398,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),503,Willowbrook,2009-13,8.65,,
357399,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2009-13,6.28,,
356449,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2010-14,16.07,,
356450,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2010-14,15.38,,
356451,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2010-14,32.91,,
356452,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2010-14,23.21,,
356453,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2010-14,41.04,,
356454,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2010-14,39.74,,
356455,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2010-14,43.05,,
356456,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),201,Greenpoint,2010-14,26.5,,
356457,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2010-14,16.38,,
356458,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2010-14,27.16,,
356459,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),204,East New York,2010-14,33.38,,
356460,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),205,Sunset Park,2010-14,31.12,,
356461,221,3,5,103,109,Poverty,Percent,UHF42,Neighborhood (UHF 42),206,Borough Park,2010-14,26.92,,
